ip;network-operator;router vendor;model version;firmware version;successful protocols;Geo;AS-Number;BGP-Prefix;Org
103.159.128.46;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.128.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.128.48;;Mikrotik;;RouterOS,v6.49.2;http80,https443,ssh;BGD;63526.0;103.159.128.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.128.54;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.128.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.128.82;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BGD;63526.0;103.159.128.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.128.83;;Mikrotik;x86;RouterOS;snmp;BGD;63526.0;103.159.128.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.10;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.11;;;;;http8080,ssh;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.12;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.164;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.21;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.31;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.38;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.39;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.48;;Mikrotik;x86;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.49;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.75;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.78;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.9;;Mikrotik;RB951Ui-2HnD;RouterOS;https443,snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.92;;Mikrotik;;RouterOS,v6.47;http80,ssh;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.129.93;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BGD;63526.0;103.159.129.0/24;SSDTL-BD Systems Solutions & development Technologies Limited
103.159.154.113;;Mikrotik;;RouterOS,v6.49.7;http80;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.114;;;;;http80,http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.116;;;;;http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.119;;;;;http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.120;;;;;http80,http8080,https443;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.121;;;;;http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.122;;;;;http80,http8080,https443;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.123;;;;;http80,http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.124;;;;;http80,http8080;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.125;;TP-Link;TL-WR850N,TP-Link Wireless N Router WR850N;;http80,https443;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.154.126;;;;;http80,http8080,https443;IND;133647.0;103.159.154.0/24;ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
103.159.167.105;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;IND;58963.0;103.159.167.0/24;INFONET-AS-IN Infonet online solutions private limited
103.159.167.177;;Mikrotik;CCR2004-1G-12S+2XS;RouterOS;snmp;IND;58963.0;103.159.167.0/24;INFONET-AS-IN Infonet online solutions private limited
103.159.167.218;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;IND;58963.0;103.159.167.0/24;INFONET-AS-IN Infonet online solutions private limited
103.159.167.241;;Mikrotik;CCR2004-1G-12S+2XS;RouterOS;snmp;IND;58963.0;103.159.167.0/24;INFONET-AS-IN Infonet online solutions private limited
103.159.186.1;;Mikrotik;x86;RouterOS;snmp;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.182;;;;;http80,http8080,https443;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.195;;;No.,TL-WR840N,TP-Link Wireless N Router WR840N;;http80,http8080,https443;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.196;;Hikvision;;;http80;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.197;;TP-Link;AC750 Wireless Dual Band Router,Archer C20,No.;;http80,http8080,https443;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.198;;;;;http80;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.199;;;;;http80;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.2;;Mikrotik;;RouterOS;http80,ssh;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.200;;;;;http80,ssh;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.203;;;;;http80,http8080,https443,ssh;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.225;;TP-Link;AC750 Wireless Dual Band Router,Archer C20,No.;;http80;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.253;;Mikrotik;x86;RouterOS;snmp;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.186.60;;;;;http80,https443;BGD;141462.0;103.159.186.0/24;SALAM1-AS-AP Salam Online
103.159.187.253;;Mikrotik;x86;RouterOS;snmp;BGD;141462.0;103.159.187.0/24;SALAM1-AS-AP Salam Online
103.159.187.48;;;;;ssh;BGD;141462.0;103.159.187.0/24;SALAM1-AS-AP Salam Online
103.159.187.97;;;;;http80,http8080;BGD;141462.0;103.159.187.0/24;SALAM1-AS-AP Salam Online
103.159.192.178;;;;;http80,http8080;IND;137000.0;103.159.192.0/24;VIJAYALAKSHMI-AS-AP VIJAYALAKSHMI NET SERVICES PVT LTD
103.159.192.179;;;;;http80,http8080;IND;137000.0;103.159.192.0/24;VIJAYALAKSHMI-AS-AP VIJAYALAKSHMI NET SERVICES PVT LTD
103.159.192.181;;;;;http80,http8080;IND;137000.0;103.159.192.0/24;VIJAYALAKSHMI-AS-AP VIJAYALAKSHMI NET SERVICES PVT LTD
103.159.212.250;;Mikrotik;x86;RouterOS;snmp;IND;17665.0;103.159.212.0/24;ONEBROADBAND ONEOTT INTERTAINMENT LIMITED
103.159.226.35;;Hikvision;;;http80;IND;140174.0;103.159.226.0/24;MITHRILTELECOM-AS Mithril Telecommunications Private Limited
103.159.248.162;;Hikvision;;;http80;IND;141303.0;103.159.248.0/24;DVRBS-AS Dvr Broadband Services
103.159.248.52;;;;;http80,http8080,https443;IND;141303.0;103.159.248.0/24;DVRBS-AS Dvr Broadband Services
103.159.248.55;;;DVR;;http80;IND;141303.0;103.159.248.0/24;DVRBS-AS Dvr Broadband Services
103.159.249.220;;;;;http80,https443,ssh;IND;141303.0;103.159.249.0/24;DVRBS-AS Dvr Broadband Services
103.159.249.74;;;;;http80,http8080,https443;IND;141303.0;103.159.249.0/24;DVRBS-AS Dvr Broadband Services
103.159.250.33;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;IND;150008.0;103.159.250.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.159.251.122;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150008.0;103.159.251.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.159.251.123;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150008.0;103.159.251.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.159.251.130;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp;IND;150008.0;103.159.251.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.159.251.134;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150008.0;103.159.251.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.159.32.146;;Hikvision;;;http80,http8080;IND;141266.0;103.159.32.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.32.155;;Hikvision;;;http80;IND;141266.0;103.159.32.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.32.194;;D-Link;;;http80;IND;141266.0;103.159.32.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.32.237;;;;;http80,http8080,https443;IND;141266.0;103.159.32.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.32.250;;;;;http80;IND;141266.0;103.159.32.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.100;;;;;http80,http8080,https443;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.107;;;;;http80,ssh;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.114;;;;;http80;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.171;;;;;http80,https443;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.179;;;;v2.0;http80,https443;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.220;;;;;http80,http8080,https443,ssh;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.221;;Hikvision;;;http80;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.83;;Fortinet;;;https443,ssh;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.33.91;;;;;http8080,https443;IND;141266.0;103.159.33.0/24;INRI-AS-IN Inri Communications Pvt Ltd
103.159.44.130;;Mikrotik;;RouterOS;http80;IND;141265.0;103.159.44.0/24;NEXTGEN1-AS-IN Nextgen Broadband Private Limited
103.159.66.133;;;;;http80,http8080;IND;133711.0;103.159.66.0/24;HBSGZB-AS Home Broadband Services LLP
103.159.66.17;;;;;http80,http8080;IND;133711.0;103.159.66.0/24;HBSGZB-AS Home Broadband Services LLP
103.159.78.249;;Mikrotik;x86;RouterOS;snmp;PAK;141431.0;103.159.78.0/24;CALL2PHONE-AS-AP Call 2 Phone Private Limited
103.16.132.90;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IDN;131769.0;103.16.132.0/24;IDNIC-MAYATAMA-AS-ID PT Mayatama Solusindo
103.16.154.18;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BGD;132602.0;103.16.152.0/22;BANGLADESH-AS-AP Bangladesh Submarine Cable Company Limited BSCCL
103.160.142.1;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.13;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.133;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.134;;;;;http80,http8080,https443;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.137;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.14;;Mikrotik;;RouterOS;http80;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.33;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.49;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.5;;Mikrotik;;RouterOS;http80;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.53;;Mikrotik;;RouterOS,v6.49.18;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.54;;Mikrotik;;RouterOS,v6.48.6;http80;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.55;;Mikrotik;;RouterOS,v6.49.17;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.6;;;;;http80,http8080;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.61;;Mikrotik;;RouterOS,v6.49.6;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.62;;Mikrotik;;RouterOS,v6.49.7;http80;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.65;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.67;;Mikrotik;;RouterOS,v6.46.5;http8080;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.71;;Mikrotik;;RouterOS,v6.49.17;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.72;;Mikrotik;;RouterOS,v6.49.10;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.74;;Mikrotik;;RouterOS,v6.49.7;http80,ssh;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.77;;;;;http80,https443;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.84;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.142.9;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.142.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.1;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.200;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.253;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.33;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.35;;Mikrotik;;RouterOS,v6.49.15;http80;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.47;;Mikrotik;;RouterOS,v6.49.10;http80,ssh;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.50;;Mikrotik;;RouterOS,v6.49.11;http80,ssh;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.53;;Mikrotik;;RouterOS,v6.49.8;http80,ssh;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.143.56;;Mikrotik;;RouterOS,v6.49.10;http80;IND;150025.0;103.160.143.0/24;MMSPL-AS-IN Milan Multiservices Private Limited
103.160.150.11;;Mikrotik;RB4011iGS+;RouterOS;snmp;IDN;138093.0;103.160.150.0/24;LINTASMAYA-AS-ID PT. LINTASMAYA MULTI MEDIA
103.160.163.5;;Mikrotik;RB1100AHx2;RouterOS;snmp;IND;141304.0;103.160.163.0/24;SIPLTN-AS Sujos Infotech Private Limited
103.160.165.153;;Mikrotik;RB4011iGS+;RouterOS;snmp;IDN;58495.0;103.160.165.0/24;HSPNET-AS-ID PT Parsaoran Global Datatrans
103.160.177.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp;IND;135692.0;103.160.176.0/23;RAGLOBAL-AS-IN Global Ra Net Services Pvt. Ltd.
103.160.177.10;;;;;http80,https443,ssh;IND;135692.0;103.160.176.0/23;RAGLOBAL-AS-IN Global Ra Net Services Pvt. Ltd.
103.160.177.2;;;;leDe;http80;IND;135692.0;103.160.176.0/23;RAGLOBAL-AS-IN Global Ra Net Services Pvt. Ltd.
103.160.177.9;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp;IND;135692.0;103.160.176.0/23;RAGLOBAL-AS-IN Global Ra Net Services Pvt. Ltd.
103.161.107.10;;Mikrotik;x86;RouterOS;snmp;BGD;134506.0;103.161.107.0/24;DNET2-AS-AP DNET
103.161.107.50;;Mikrotik;x86;RouterOS;snmp;BGD;134506.0;103.161.107.0/24;DNET2-AS-AP DNET
103.161.114.18;;Mikrotik;RB1100x4;RouterOS;snmp;IDN;141612.0;103.161.114.0/24;IDNIC-DUAAKSES-AS-ID PT Mukti Dua Bersama
103.161.214.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BGD;141465.0;103.161.214.0/24;DIS-AS-AP DURBIN INTERNET SERVICES
103.161.214.141;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BGD;141465.0;103.161.214.0/24;DIS-AS-AP DURBIN INTERNET SERVICES
103.161.214.144;;Mikrotik;x86;RouterOS;snmp;BGD;141465.0;103.161.214.0/24;DIS-AS-AP DURBIN INTERNET SERVICES
103.161.214.249;;Mikrotik;x86;RouterOS;snmp;BGD;141465.0;103.161.214.0/24;DIS-AS-AP DURBIN INTERNET SERVICES
103.161.243.1;;Mikrotik;x86;RouterOS;snmp;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.11;;;;;http80,https443,ssh;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.15;;;;;https443,ssh;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.17;;;;;https443,ssh;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.2;;;;;http80;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.3;;;;;http80,https443;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.7;;;;;http80,https443,ssh;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.243.8;;;;;ssh;IND;150008.0;103.161.243.0/24;PEL-AS-IN Pioneer Elabs Ltd.
103.161.254.12;;;;;http80,https443,ssh;CHN;17623.0;103.161.254.0/24;CNCGROUP-SZ China Unicom Shenzen network
103.161.3.132;;;;;http80,https443,ssh;IND;141253.0;103.161.3.0/24;MUFT-AS-IN Hyosec Solutions Private Limited
103.161.3.142;;;;;http80,https443,ssh;IND;141253.0;103.161.3.0/24;MUFT-AS-IN Hyosec Solutions Private Limited
103.161.3.37;;;;;http80,https443;IND;141253.0;103.161.3.0/24;MUFT-AS-IN Hyosec Solutions Private Limited
103.161.31.114;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS,v6.49;http80,snmp;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.197;;Mikrotik;x86;RouterOS;snmp;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.202;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.209;;Mikrotik;x86;RouterOS;snmp;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.41;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.66;;;;;http8080,https443;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.77;;;;ledE;http80,http8080,https443;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.161.31.78;;;;;http8080,https443,ssh;IND;18229.0;103.161.31.0/24;CTRLS-AS-IN CtrlS
103.162.121.10;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.101;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.117;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.118;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS,v6.49.2;http80,snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.123;;;;;http80;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.135;;;;;https443,ssh;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.14;;Mikrotik;RB3011UiAS;RouterOS,v6.48.6;http80,snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.140;;;;;http80;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.153;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.157;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.161;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.165;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.166;;Mikrotik;;RouterOS,v6.49.6;http80;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.169;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.17;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.173;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.174;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS,v6.48.6;http80,snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.177;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.178;;Mikrotik;;RouterOS,v6.49.17;http8080;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.18;;Mikrotik;;RouterOS,v6.49.10;http8080;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.181;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.21;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.210;;;;;ssh;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.213;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.22;;Mikrotik;CCR2004-16G-2S+;RouterOS;http80,snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.234;;;;;http80,http8080,https443;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.245;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.249;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.253;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.29;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.30;;Mikrotik;RB3011UiAS;RouterOS,v6.49.7;http8080,snmp;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.35;;;;;http80;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
103.162.121.75;;;;;http80,https443;IND;141490.0;103.162.121.0/24;BHORER-AS-IN Bhorer Alo Cable And Broadband Private Limited
